Trial adaptor_type coaxial_lum test_lum match_lum flank_lum test_loc grating_ori response_time match_initial adaptor_shift
210 parallel 0.55 0.48 0.475820901345 0.45 1 vertical 36.7729859352 0.370820901345 0
211 parallel 0.45 0.5 0.54310665752 0.55 0 vertical 48.8940961361 0.39310665752 0
212 parallel 0.55 0.48 0.463175678977 0.45 2 horizontal 19.4423499107 0.358175678977 19
213 orthogonal 0.45 0.52 0.533192624647 0.55 3 horizontal 13.7752659321 0.308192624647 0
214 parallel 0.55 0.48 0.446593920429 0.45 1 horizontal 146.092321157 0.421593920429 -19
215 orthogonal 0.45 0.52 0.558443561806 0.55 0 horizontal 19.0646100044 0.433443561806 19
216 orthogonal 0.45 0.5 0.505987994182 0.55 0 vertical 14.0434458256 0.455987994182 -19
217 orthogonal 0.55 0.5 0.483092155634 0.45 1 horizontal 20.5646691322 0.463092155634 19
218 parallel 0.45 0.5 0.498652997732 0.55 1 horizontal 272.900302887 0.453652997732 -19
219 parallel 0.45 0.5 0.500818586744 0.55 1 horizontal 14.4205830097 0.475818586744 0
220 none 0.55 0.48 0.485708438095 0.55 0 horizontal 26.532968998 0.420708438095 0
221 orthogonal 0.45 0.48 0.490085368965 0.55 2 horizontal 60.764549017 0.485085368965 0
222 parallel 0.45 0.52 0.5319319314 0.55 3 vertical 31.1993699074 0.3919319314 -19
223 parallel 0.45 0.5 0.508426467485 0.55 0 vertical 348.572268963 0.493426467485 -19
224 parallel 0.55 0.48 0.444108031224 0.45 0 vertical 12.4294710159 0.484108031224 0
225 orthogonal 0.45 0.5 0.507658009599 0.55 0 vertical 18.9825069904 0.307658009599 0
226 parallel 0.55 0.52 0.493205322517 0.45 1 horizontal 36.5154058933 0.463205322517 0
227 none 0.45 0.52 0.543809163034 0.45 1 vertical 34.0233149529 0.408809163034 0
228 none 0.55 0.52 0.525913194758 0.45 1 horizontal 166.813724995 0.395913194758 0
229 parallel 0.55 0.52 0.51379668841 0.45 3 horizontal 36.3688280582 0.44879668841 -19
230 orthogonal 0.45 0.5 0.488432444292 0.55 3 vertical 19.090775013 0.333432444292 -19
231 orthogonal 0.45 0.48 0.505845406125 0.55 1 horizontal 120.548983097 0.300845406125 -19
232 none 0.55 0.48 0.492019402301 0.55 1 horizontal 18.8672180176 0.342019402301 0
233 orthogonal 0.45 0.52 0.539329207355 0.55 0 vertical 24.9399380684 0.424329207355 0
234 none 0.55 0.5 0.50648727489 0.55 0 horizontal 30.72910285 0.30648727489 0
235 none 0.45 0.5 0.528933210346 0.55 0 horizontal 24.5786390305 0.358933210346 0
236 parallel 0.55 0.52 0.515511021138 0.45 1 horizontal 25.1792850494 0.480511021138 19
237 orthogonal 0.55 0.52 0.520861567688 0.45 2 horizontal 14.0096800327 0.355861567688 0
238 none 0.45 0.52 0.527568993038 0.45 3 horizontal 44.4663012028 0.382568993038 0
239 orthogonal 0.45 0.48 0.510983705576 0.55 0 horizontal 46.8562111855 0.385983705576 0
240 none 0.55 0.48 0.455254163207 0.45 2 vertical 18.7171709538 0.305254163207 0
241 parallel 0.45 0.48 0.501022646245 0.55 0 horizontal 19.0109570026 0.441022646245 19
242 none 0.55 0.48 0.485072377464 0.45 1 vertical 19.9407761097 0.360072377464 0
243 parallel 0.55 0.5 0.504744194841 0.45 0 vertical 20.7362201214 0.484744194841 19
244 parallel 0.45 0.52 0.531562450648 0.55 3 horizontal 13.6971299648 0.371562450648 -19
245 none 0.45 0.52 0.538430677132 0.55 3 horizontal 202.989563942 0.488430677132 0
246 parallel 0.45 0.48 0.476837424853 0.55 3 horizontal 656.619446993 0.416837424853 0
247 none 0.55 0.5 0.492510858813 0.55 3 horizontal 143.753295183 0.462510858813 0
248 none 0.45 0.48 0.493791982703 0.45 3 vertical 14.8251640797 0.348791982703 0
249 parallel 0.45 0.5 0.521282004863 0.55 2 horizontal 49.2369039059 0.396282004863 19
250 parallel 0.45 0.48 0.478461452117 0.55 2 vertical 190.255559206 0.433461452117 19
251 parallel 0.45 0.52 0.546365037507 0.55 1 horizontal 26.5906438828 0.311365037507 19
252 orthogonal 0.55 0.48 0.486201145637 0.45 0 vertical 87.3728940487 0.341201145637 0
253 none 0.55 0.48 0.471601030814 0.55 2 vertical 18.5047748089 0.346601030814 0
254 orthogonal 0.45 0.52 0.549471832757 0.55 0 vertical 18.5265119076 0.479471832757 19
255 none 0.55 0.52 0.554826801093 0.55 2 vertical 12.9826960564 0.374826801093 0
256 none 0.55 0.48 0.478135964992 0.45 1 horizontal 19.0192677975 0.383135964992 0
257 none 0.45 0.5 0.518753016352 0.45 2 vertical 24.5594210625 0.393753016352 0
258 parallel 0.55 0.5 0.499257326178 0.45 1 horizontal 19.0691151619 0.489257326178 -19
259 none 0.45 0.5 0.488728910376 0.55 0 vertical 7.24667000771 0.438728910376 0
260 orthogonal 0.45 0.48 0.477520237802 0.55 2 horizontal 55.6817359924 0.392520237802 19
261 none 0.45 0.48 0.498711813747 0.55 2 horizontal 30.8375399113 0.308711813747 0
262 parallel 0.55 0.48 0.461574050536 0.45 2 vertical 19.516078949 0.406574050536 0
263 none 0.55 0.48 0.473019343138 0.45 0 vertical 24.6962749958 0.363019343138 0
264 parallel 0.45 0.48 0.491943365943 0.55 1 horizontal 19.0325579643 0.451943365943 19
265 none 0.55 0.5 0.526300125423 0.55 1 horizontal 12.9825358391 0.436300125423 0
266 orthogonal 0.45 0.48 0.480139731627 0.55 3 vertical 12.6601350307 0.435139731627 0
267 parallel 0.45 0.48 0.497886177773 0.55 3 vertical 12.7674379349 0.467886177773 0
268 orthogonal 0.45 0.52 0.523922288749 0.55 1 vertical 18.5777101517 0.348922288749 -19
269 parallel 0.55 0.52 0.502339530852 0.45 0 horizontal 24.8697328568 0.382339530852 0
270 orthogonal 0.45 0.5 0.519461247989 0.55 1 horizontal 18.763655901 0.424461247989 -19
271 none 0.55 0.52 0.532794657718 0.45 3 vertical 18.579764843 0.487794657718 0
272 parallel 0.55 0.5 0.48512953717 0.45 0 vertical 18.5071821213 0.36512953717 0
273 none 0.55 0.52 0.560240144945 0.55 0 horizontal 13.5587730408 0.455240144945 0
274 parallel 0.55 0.48 0.480207343148 0.45 2 vertical 12.9546151161 0.470207343148 -19
275 parallel 0.55 0.52 0.512926768449 0.45 2 horizontal 24.5260748863 0.482926768449 0
276 parallel 0.45 0.48 0.4939940069 0.55 0 horizontal 7.09993386269 0.4939940069 0
277 parallel 0.55 0.52 0.514074796254 0.45 2 vertical 31.0607581139 0.414074796254 -19
278 orthogonal 0.55 0.48 0.470398036034 0.45 3 horizontal 12.7359721661 0.320398036034 0
279 parallel 0.45 0.52 0.532630465285 0.55 0 horizontal 18.7094039917 0.402630465285 -19
280 parallel 0.55 0.52 0.512829054961 0.45 3 horizontal 30.4529910088 0.302829054961 0
281 none 0.45 0.52 0.556610804088 0.55 1 horizontal 109.71407795 0.311610804088 0
282 parallel 0.45 0.52 0.564524900865 0.55 1 horizontal 12.7248928547 0.389524900865 0
283 parallel 0.55 0.52 0.527534215425 0.45 3 vertical 19.4187400341 0.387534215425 0
284 parallel 0.45 0.5 0.506179517771 0.55 3 vertical 18.4839148521 0.391179517771 19
285 none 0.45 0.52 0.546350563308 0.45 3 vertical 18.676128149 0.416350563308 0
286 orthogonal 0.55 0.52 0.531949764703 0.45 2 horizontal 18.4942939281 0.341949764703 19
287 parallel 0.45 0.5 0.5381208449 0.55 0 horizontal 18.7475810051 0.4431208449 0
