Trial adaptor_type coaxial_lum test_lum match_lum flank_lum test_loc grating_ori response_time match_initial adaptor_shift
172 parallel 0.55 0.48 0.49195483347 0.45 3 vertical 75.4696650505 0.45195483347 19
173 orthogonal 0.45 0.5 0.50208798228 0.55 0 horizontal 13.3436350822 0.47708798228 -19
174 orthogonal 0.55 0.48 0.460528222823 0.45 1 horizontal 22.0849161148 0.420528222823 19
175 orthogonal 0.45 0.5 0.532567008272 0.55 2 horizontal 31.0498130322 0.332567008272 0
176 orthogonal 0.55 0.5 0.479268824478 0.45 1 horizontal 35.5639340878 0.404268824478 0
177 none 0.45 0.52 0.552010837142 0.45 2 vertical 24.8383889198 0.492010837142 0
178 none 0.55 0.52 0.514373441019 0.45 3 horizontal 68.1373670101 0.434373441019 0
179 orthogonal 0.45 0.5 0.514427652513 0.55 1 vertical 71.3789689541 0.444427652513 19
180 orthogonal 0.55 0.52 0.545556444501 0.45 3 vertical 32.8607530594 0.310556444501 19
181 orthogonal 0.45 0.48 0.491463085955 0.55 0 vertical 43.8154621124 0.366463085955 19
182 orthogonal 0.55 0.5 0.483876561773 0.45 3 horizontal 52.7037339211 0.438876561773 0
183 none 0.55 0.52 0.52774629307 0.45 0 horizontal 62.5235421658 0.36774629307 0
184 orthogonal 0.55 0.48 0.466275119947 0.45 0 vertical 116.885092974 0.406275119947 -19
185 none 0.55 0.48 0.493576908848 0.55 2 horizontal 52.1287109852 0.348576908848 0
186 orthogonal 0.55 0.48 0.480062108351 0.45 0 horizontal 60.4154779911 0.450062108351 0
187 none 0.45 0.5 0.533675350942 0.45 3 horizontal 28.8429460526 0.368675350942 0
188 orthogonal 0.55 0.52 0.541278665684 0.45 1 horizontal 97.0436840057 0.496278665684 0
189 parallel 0.55 0.52 0.523415530801 0.45 1 vertical 60.9357409477 0.443415530801 0
190 none 0.45 0.5 0.519337439754 0.45 1 horizontal 23.0439090729 0.459337439754 0
191 parallel 0.55 0.52 0.516303019001 0.45 2 horizontal 37.7115559578 0.461303019001 19
192 none 0.45 0.48 0.506829829254 0.45 0 vertical 13.3385689259 0.411829829254 0
193 parallel 0.55 0.5 0.49720437191 0.45 2 horizontal 71.4949839115 0.39720437191 19
194 parallel 0.45 0.52 0.549278033311 0.55 1 vertical 26.6745281219 0.314278033311 0
195 parallel 0.45 0.5 0.531121192286 0.55 2 vertical 237.201620817 0.481121192286 0
196 none 0.55 0.52 0.532971389538 0.55 1 horizontal 12.4517600536 0.487971389538 0
197 none 0.45 0.52 0.547969509116 0.55 2 vertical 36.6218481064 0.367969509116 0
198 none 0.45 0.48 0.50921616282 0.55 0 vertical 50.6918442249 0.34921616282 0
199 orthogonal 0.55 0.5 0.493988030103 0.45 2 horizontal 13.8832659721 0.393988030103 0
200 none 0.45 0.48 0.508834943551 0.45 0 horizontal 40.6176121235 0.398834943551 0
201 orthogonal 0.55 0.5 0.487114143119 0.45 0 vertical 13.4276530743 0.377114143119 -19
202 parallel 0.55 0.48 0.466101080596 0.45 0 horizontal 115.151418924 0.426101080596 19
203 orthogonal 0.45 0.5 0.528321050265 0.55 3 horizontal 25.435418129 0.363321050265 19
204 orthogonal 0.55 0.5 0.48374197057 0.45 2 horizontal 65.4555361271 0.33374197057 -19
205 none 0.45 0.52 0.529450741026 0.45 2 horizontal 18.8850939274 0.429450741026 0
206 orthogonal 0.55 0.5 0.489989661879 0.45 3 horizontal 29.2184169292 0.314989661879 -19
207 orthogonal 0.55 0.5 0.502950274296 0.45 0 horizontal 25.3605010509 0.387950274296 -19
208 none 0.45 0.48 0.511313344525 0.55 0 horizontal 25.3340790272 0.346313344525 0
209 parallel 0.55 0.48 0.471232816658 0.45 0 horizontal 30.7698140144 0.401232816658 0
