Trial adaptor_type coaxial_lum test_lum match_lum flank_lum test_loc grating_ori response_time match_initial adaptor_shift
141 orthogonal 0.55 0.52 0.63272998451 0.45 3 horizontal 24.6726179123 0.35272998451 0
142 none 0.55 0.52 0.48052936946 0.45 2 horizontal 37.0113930702 0.35052936946 0
143 orthogonal 0.45 0.5 0.442892578371 0.55 1 horizontal 49.1283650398 0.317892578371 0
144 parallel 0.45 0.48 0.484425730554 0.55 2 vertical 42.7141828537 0.489425730554 -19
145 none 0.55 0.52 0.474977724764 0.45 1 vertical 24.728017807 0.354977724764 0
146 none 0.45 0.52 0.536872796478 0.45 1 horizontal 54.2618248463 0.316872796478 0
147 orthogonal 0.45 0.52 0.541048618663 0.55 1 horizontal 55.1954989433 0.406048618663 -19
148 parallel 0.55 0.52 0.47393685574 0.45 2 vertical 36.6419918537 0.34893685574 0
149 none 0.55 0.48 0.444610798895 0.45 1 horizontal 90.8902301788 0.319610798895 0
150 parallel 0.55 0.5 0.460021074021 0.45 2 horizontal 18.6296801567 0.430021074021 19
151 orthogonal 0.55 0.5 0.555496513537 0.45 0 horizontal 30.9092788696 0.300496513537 0
152 orthogonal 0.45 0.48 0.498138450534 0.55 3 horizontal 24.5393400192 0.393138450534 19
153 orthogonal 0.55 0.48 0.463157908833 0.45 3 horizontal 30.9568860531 0.353157908833 -19
154 parallel 0.55 0.52 0.453645557912 0.45 0 horizontal 31.5013008118 0.458645557912 0
155 parallel 0.55 0.52 0.460725736711 0.45 1 horizontal 42.8179121017 0.390725736711 -19
156 none 0.45 0.5 0.528761828972 0.45 3 horizontal 24.9428429604 0.493761828972 0
157 orthogonal 0.45 0.48 0.411856871993 0.55 1 vertical 36.8757100105 0.461856871993 0
158 orthogonal 0.45 0.5 0.513183573255 0.55 3 vertical 30.4075558186 0.388183573255 -19
159 none 0.45 0.48 0.514414956379 0.45 2 vertical 31.0479338169 0.354414956379 0
160 parallel 0.55 0.5 0.428011567479 0.45 3 vertical 36.9112379551 0.478011567479 0
161 none 0.45 0.48 0.498243483268 0.55 3 horizontal 42.9949729443 0.423243483268 0
162 orthogonal 0.45 0.48 0.455311832658 0.55 0 vertical 56.2661578655 0.400311832658 19
163 parallel 0.55 0.48 0.42612041098 0.45 1 horizontal 31.6802020073 0.35612041098 0
164 none 0.45 0.48 0.497806201924 0.45 1 vertical 78.7273950577 0.367806201924 0
165 orthogonal 0.45 0.52 0.56198785833 0.55 2 vertical 36.376926899 0.36698785833 -19
166 parallel 0.45 0.5 0.518441358833 0.55 3 horizontal 36.3238210678 0.418441358833 0
167 orthogonal 0.45 0.52 0.565669415038 0.55 0 horizontal 25.0904388428 0.465669415038 -19
168 parallel 0.55 0.5 0.461836102116 0.45 2 horizontal 48.5932161808 0.341836102116 0
169 none 0.55 0.48 0.439359975405 0.45 3 horizontal 24.6822960377 0.454359975405 0
170 parallel 0.45 0.52 0.536222716251 0.55 2 vertical 32.2919850349 0.311222716251 0
171 parallel 0.45 0.52 0.510349625689 0.55 2 vertical 18.4437558651 0.300349625689 -19
172 none 0.45 0.5 0.517121178649 0.55 1 horizontal 36.2804059982 0.392121178649 0
173 orthogonal 0.55 0.5 0.480641139414 0.45 1 vertical 18.6967520714 0.445641139414 19
174 parallel 0.55 0.52 0.487173209417 0.45 2 vertical 43.2636239529 0.307173209417 -19
175 orthogonal 0.55 0.48 0.467833788169 0.45 1 horizontal 42.8037569523 0.377833788169 -19
176 parallel 0.55 0.52 0.471655139735 0.45 3 vertical 30.387773037 0.386655139735 0
177 none 0.45 0.52 0.506376267954 0.45 3 horizontal 24.6974341869 0.481376267954 0
178 parallel 0.55 0.5 0.448238055185 0.45 1 vertical 24.5794870853 0.408238055185 0
179 parallel 0.55 0.48 0.422505136673 0.45 0 horizontal 30.8836400509 0.372505136673 -19
180 parallel 0.45 0.5 0.497771521232 0.55 2 horizontal 48.515925169 0.392771521232 0
181 none 0.55 0.52 0.495333774422 0.45 1 horizontal 24.6389138699 0.340333774422 0
182 orthogonal 0.45 0.52 0.47828068041 0.55 3 vertical 78.9509220123 0.41828068041 0
183 none 0.45 0.5 0.534664007369 0.55 0 vertical 36.3672690392 0.324664007369 0
184 parallel 0.45 0.48 0.485366908882 0.55 1 vertical 54.6726398468 0.495366908882 0
185 parallel 0.45 0.48 0.473394963607 0.55 0 horizontal 48.8248951435 0.373394963607 -19
186 none 0.55 0.48 0.457205538916 0.55 1 vertical 31.2587761879 0.472205538916 0
187 parallel 0.45 0.48 0.474281126573 0.55 3 horizontal 38.8991498947 0.434281126573 0
188 none 0.55 0.5 0.445351110997 0.45 0 horizontal 30.3132309914 0.400351110997 0
189 orthogonal 0.55 0.52 0.569125766829 0.45 1 horizontal 37.046257019 0.414125766829 0
190 none 0.55 0.48 0.437907203158 0.45 0 horizontal 30.5247960091 0.387907203158 0
191 orthogonal 0.55 0.48 0.473425371781 0.45 0 vertical 55.5798778534 0.443425371781 0
192 orthogonal 0.55 0.48 0.475057428944 0.45 2 vertical 60.7735729218 0.350057428944 0
193 orthogonal 0.55 0.48 0.445018022912 0.45 3 vertical 18.5218908787 0.430018022912 -19
194 parallel 0.55 0.5 0.440855811633 0.45 1 horizontal 30.3462941647 0.420855811633 0
195 orthogonal 0.55 0.52 0.50093514233 0.45 3 vertical 36.6640429497 0.38093514233 19
196 orthogonal 0.55 0.52 0.480305177729 0.45 3 horizontal 49.8326318264 0.480305177729 -19
197 none 0.55 0.52 0.495942820455 0.55 0 vertical 54.947124958 0.335942820455 0
198 orthogonal 0.55 0.5 0.457337824636 0.45 1 horizontal 54.658755064 0.497337824636 -19
199 orthogonal 0.45 0.48 0.500860259783 0.55 0 horizontal 36.6035058498 0.345860259783 -19
200 none 0.45 0.5 0.537202765621 0.45 1 vertical 31.5378849506 0.307202765621 0
201 orthogonal 0.45 0.5 0.521974488391 0.55 3 horizontal 66.8473410606 0.306974488391 19
202 parallel 0.45 0.52 0.5150064174 0.55 3 horizontal 54.2290179729 0.3000064174 19
203 parallel 0.55 0.48 0.425299002308 0.45 3 vertical 36.2387931347 0.380299002308 19
204 none 0.55 0.5 0.46614702961 0.55 3 horizontal 36.4633729458 0.30614702961 0
205 parallel 0.45 0.48 0.468456849061 0.55 2 horizontal 18.714509964 0.328456849061 -19
206 orthogonal 0.45 0.52 0.522982549513 0.55 0 vertical 37.9340507984 0.327982549513 19
207 none 0.55 0.52 0.463743407343 0.55 2 vertical 48.3137438297 0.318743407343 0
208 parallel 0.45 0.5 0.518665065511 0.55 0 horizontal 55.2494039536 0.403665065511 0
209 orthogonal 0.45 0.5 0.463594487466 0.55 0 vertical 49.1355831623 0.313594487466 0
210 orthogonal 0.55 0.48 0.436061319924 0.45 0 vertical 18.9038851261 0.496061319924 19
211 parallel 0.45 0.48 0.502506667312 0.55 1 horizontal 43.6513049603 0.327506667312 19
