Trial adaptor_type coaxial_lum test_lum match_lum flank_lum test_loc grating_ori response_time match_initial adaptor_shift
0 orthogonal 0.55 0.5 0.437570115213 0.45 1 vertical 17.3409638405 0.387570115213 -19
1 none 0.55 0.52 0.468681875719 0.55 3 horizontal 16.0326938629 0.443681875719 0
2 parallel 0.45 0.48 0.499434461394 0.55 2 vertical 14.1243009567 0.494434461394 19
3 parallel 0.55 0.48 0.436804893257 0.45 1 horizontal 26.6582691669 0.336804893257 19
4 parallel 0.55 0.5 0.437678837319 0.45 1 horizontal 30.7513110638 0.372678837319 0
5 none 0.55 0.52 0.516128510552 0.45 3 vertical 18.1415150166 0.466128510552 0
6 parallel 0.55 0.5 0.439506573817 0.45 1 vertical 28.3566000462 0.364506573817 19
7 parallel 0.45 0.5 0.480805576361 0.55 2 vertical 32.1257088184 0.330805576361 -19
8 orthogonal 0.55 0.48 0.411677538069 0.45 0 horizontal 26.8928949833 0.361677538069 19
9 none 0.45 0.48 0.471657929091 0.45 0 horizontal 48.7907521725 0.421657929091 0
10 orthogonal 0.45 0.52 0.543140699545 0.55 1 horizontal 34.321696043 0.443140699545 -19
11 none 0.45 0.52 0.539499326871 0.55 2 vertical 13.1722130775 0.464499326871 0
12 none 0.45 0.5 0.503452463602 0.45 1 horizontal 34.0445041656 0.353452463602 0
13 orthogonal 0.45 0.52 0.49220081301 0.55 2 vertical 22.0082931519 0.34220081301 -19
14 orthogonal 0.55 0.5 0.490845377026 0.45 3 vertical 31.66157794 0.365845377026 -19
15 orthogonal 0.45 0.52 0.558065092843 0.55 2 horizontal 39.037637949 0.333065092843 0
16 orthogonal 0.55 0.52 0.513340539516 0.45 2 vertical 55.3552350998 0.438340539516 19
17 parallel 0.45 0.5 0.556343404234 0.55 1 horizontal 15.2025721073 0.456343404234 -19
18 none 0.55 0.5 0.432287574045 0.45 2 horizontal 27.1658248901 0.407287574045 0
19 parallel 0.55 0.48 0.428178915661 0.45 2 horizontal 26.8146529198 0.398178915661 -19
20 none 0.55 0.52 0.497040171777 0.45 1 vertical 29.7561039925 0.322040171777 0
21 none 0.45 0.5 0.489380557894 0.45 2 vertical 20.6774001122 0.439380557894 0
22 none 0.55 0.52 0.525267790917 0.55 1 horizontal 38.2644579411 0.360267790917 0
23 orthogonal 0.45 0.48 0.497190567318 0.55 1 vertical 37.8358559608 0.322190567318 -19
24 orthogonal 0.55 0.52 0.54246037727 0.45 3 vertical 55.2478179932 0.41746037727 0
25 parallel 0.45 0.5 0.525223629987 0.55 3 horizontal 18.2494330406 0.375223629987 0
26 orthogonal 0.55 0.5 0.528474705173 0.45 3 vertical 37.4191501141 0.303474705173 0
27 none 0.55 0.5 0.484012842912 0.45 3 vertical 22.223484993 0.384012842912 0
28 parallel 0.45 0.48 0.530400135006 0.55 2 horizontal 32.455698967 0.355400135006 0
29 parallel 0.45 0.5 0.542670492256 0.55 2 vertical 20.8791549206 0.492670492256 0
30 orthogonal 0.45 0.48 0.531105757061 0.55 1 horizontal 37.9706060886 0.426105757061 -19
