Trial adaptor_type coaxial_lum test_lum match_lum flank_lum test_loc grating_ori response_time match_initial adaptor_shift
99 orthogonal 0.55 0.52 0.535139032643 0.45 0 horizontal 109.662240982 0.325139032643 -19
100 orthogonal 0.55 0.52 0.519134388399 0.45 0 horizontal 51.8741049767 0.419134388399 0
101 orthogonal 0.45 0.48 0.505255095827 0.55 3 horizontal 49.7387561798 0.355255095827 -19
102 orthogonal 0.45 0.48 0.491901064934 0.55 3 vertical 43.2692549229 0.416901064934 -19
103 none 0.55 0.48 0.484684697724 0.55 3 vertical 31.11364007 0.334684697724 0
104 none 0.55 0.5 0.496655746195 0.55 0 horizontal 36.7364969254 0.396655746195 0
105 parallel 0.45 0.48 0.508671200517 0.55 2 horizontal 38.1671280861 0.333671200517 19
106 parallel 0.55 0.48 0.487734418867 0.45 3 vertical 48.9573311806 0.437734418867 19
107 parallel 0.45 0.48 0.48894214417 0.55 0 vertical 42.5565412045 0.43894214417 0
108 none 0.55 0.5 0.51784657701 0.55 2 vertical 38.459913969 0.39284657701 0
109 orthogonal 0.55 0.5 0.505797496507 0.45 2 horizontal 25.0715651512 0.330797496507 19
110 orthogonal 0.45 0.48 0.516267981851 0.55 2 horizontal 31.0098619461 0.316267981851 0
111 orthogonal 0.45 0.48 0.498123514133 0.55 3 vertical 31.3454139233 0.373123514133 0
112 orthogonal 0.45 0.52 0.534800033833 0.55 2 horizontal 37.2199449539 0.309800033833 19
113 orthogonal 0.55 0.5 0.530552280793 0.45 1 vertical 46.3402650356 0.455552280793 0
114 none 0.45 0.5 0.5266460775 0.55 0 vertical 25.878428936 0.4266460775 0
115 none 0.55 0.48 0.452953457468 0.45 1 vertical 19.0759060383 0.377953457468 0
116 none 0.55 0.5 0.517606395245 0.45 0 horizontal 26.7627949715 0.342606395245 0
117 parallel 0.55 0.48 0.509097254001 0.45 2 vertical 25.9235908985 0.409097254001 0
118 orthogonal 0.45 0.5 0.500145827664 0.55 2 vertical 27.1273889542 0.475145827664 0
119 parallel 0.45 0.5 0.507178446716 0.55 0 vertical 49.2117497921 0.407178446716 19
120 orthogonal 0.55 0.48 0.485134312932 0.45 0 vertical 25.5003819466 0.310134312932 -19
121 orthogonal 0.45 0.5 0.512780311464 0.55 0 horizontal 42.958053112 0.462780311464 19
122 orthogonal 0.55 0.48 0.501114141706 0.45 0 vertical 20.6733300686 0.351114141706 0
123 parallel 0.55 0.52 0.580623670561 0.45 3 vertical 31.3981759548 0.380623670561 -19
124 none 0.55 0.52 0.553509423284 0.45 1 vertical 36.5240969658 0.303509423284 0
125 none 0.55 0.5 0.522553864101 0.45 2 horizontal 20.5086729527 0.322553864101 0
126 none 0.45 0.48 0.497682744812 0.55 0 horizontal 26.7789280415 0.422682744812 0
127 orthogonal 0.45 0.5 0.510956528787 0.55 3 horizontal 36.5160109997 0.435956528787 19
128 none 0.45 0.5 0.528157180324 0.45 2 vertical 27.1555128098 0.353157180324 0
129 orthogonal 0.55 0.48 0.476118681561 0.45 1 vertical 13.0867910385 0.451118681561 0
130 none 0.55 0.52 0.532036176915 0.45 2 horizontal 25.0010330677 0.332036176915 0
131 none 0.45 0.5 0.51482409304 0.55 3 vertical 32.1439828873 0.41482409304 0
132 orthogonal 0.55 0.5 0.53506073042 0.45 0 horizontal 19.606621027 0.48506073042 0
133 none 0.55 0.48 0.484213004229 0.45 3 vertical 14.1146051884 0.334213004229 0
134 none 0.45 0.52 0.524491144929 0.55 3 horizontal 30.2800600529 0.499491144929 0
135 parallel 0.45 0.52 0.527473477121 0.55 2 horizontal 24.7567830086 0.302473477121 -19
136 parallel 0.55 0.48 0.482239156164 0.45 2 horizontal 24.8990728855 0.407239156164 19
137 parallel 0.55 0.52 0.55540390417 0.45 0 horizontal 31.175727129 0.33040390417 19
138 none 0.55 0.52 0.567276626211 0.45 0 vertical 26.1488618851 0.467276626211 0
139 parallel 0.45 0.48 0.514766583018 0.55 1 vertical 18.8995189667 0.464766583018 -19
140 orthogonal 0.45 0.48 0.503174895074 0.55 1 horizontal 19.7906320095 0.353174895074 19
141 none 0.45 0.52 0.537736898588 0.55 0 vertical 12.8406589031 0.387736898588 0
142 parallel 0.55 0.5 0.53765013895 0.45 1 vertical 14.3367860317 0.36265013895 0
143 parallel 0.45 0.5 0.528196673951 0.55 2 horizontal 26.2000648975 0.428196673951 0
144 parallel 0.55 0.52 0.565311049846 0.45 1 vertical 24.4283461571 0.390311049846 0
145 none 0.55 0.48 0.479596988795 0.45 1 horizontal 43.015005827 0.429596988795 0
146 parallel 0.45 0.5 0.543854410383 0.55 1 horizontal 19.2724289894 0.493854410383 0
147 none 0.45 0.48 0.489826987727 0.45 1 vertical 19.4059240818 0.439826987727 0
148 parallel 0.55 0.52 0.5414705863 0.45 1 vertical 30.4299759865 0.4414705863 -19
149 none 0.45 0.52 0.530677512283 0.45 0 vertical 18.4929938316 0.355677512283 0
150 none 0.45 0.5 0.513369114349 0.55 1 vertical 24.7233769894 0.338369114349 0
151 parallel 0.45 0.5 0.529126309117 0.55 0 horizontal 14.0199971199 0.329126309117 0
152 parallel 0.45 0.52 0.533193883389 0.55 0 vertical 24.803964138 0.308193883389 -19
153 none 0.55 0.52 0.54586736216 0.55 1 horizontal 31.0675449371 0.42086736216 0
154 orthogonal 0.45 0.52 0.522015096277 0.55 2 vertical 12.727878809 0.497015096277 0
155 parallel 0.45 0.5 0.527055405796 0.55 1 vertical 30.3869760036 0.477055405796 -19
156 orthogonal 0.45 0.48 0.488752215211 0.55 2 vertical 24.7781989574 0.388752215211 0
157 parallel 0.55 0.48 0.44870796363 0.45 2 horizontal 18.6456770897 0.34870796363 0
158 none 0.45 0.48 0.505325842655 0.45 1 horizontal 24.789288044 0.380325842655 0
159 none 0.45 0.5 0.510849082136 0.45 0 vertical 19.4331731796 0.435849082136 0
160 parallel 0.45 0.52 0.534126691999 0.55 3 vertical 43.4328789711 0.434126691999 0
161 none 0.45 0.5 0.513336201973 0.45 1 horizontal 32.7012858391 0.338336201973 0
162 orthogonal 0.45 0.52 0.549074000171 0.55 0 vertical 37.4292271137 0.399074000171 -19
163 none 0.45 0.5 0.515731114623 0.55 3 horizontal 25.4048879147 0.440731114623 0
164 orthogonal 0.55 0.52 0.528602076673 0.45 1 horizontal 25.6891038418 0.328602076673 -19
165 none 0.45 0.5 0.50053074166 0.55 2 vertical 19.381955862 0.40053074166 0
166 none 0.55 0.5 0.530416691726 0.55 1 vertical 13.5786850452 0.405416691726 0
167 none 0.45 0.48 0.498776729228 0.55 2 vertical 18.4618899822 0.498776729228 0
168 none 0.55 0.5 0.534115000824 0.45 3 vertical 37.3136780262 0.384115000824 0
169 parallel 0.55 0.48 0.490459598442 0.45 0 horizontal 19.7202839851 0.340459598442 0
170 none 0.55 0.48 0.481944413766 0.55 1 horizontal 14.2771711349 0.306944413766 0
171 parallel 0.45 0.5 0.531033551361 0.55 2 vertical 30.6958019733 0.356033551361 19
172 parallel 0.45 0.52 0.537957581187 0.55 2 vertical 25.6454892159 0.412957581187 0
173 parallel 0.45 0.48 0.510878786703 0.55 3 horizontal 18.6963629723 0.435878786703 0
174 parallel 0.55 0.48 0.485384472052 0.45 1 vertical 24.4622108936 0.435384472052 0
175 parallel 0.55 0.52 0.551743687508 0.45 2 horizontal 30.8618969917 0.451743687508 19
